URL,Title,Price,Location,Description,Attributes,Property Type,Rooms,Den Included,Number of Bathrooms,Latitude,Longitude,Parking Included,Utilities Included,Pet Friendly,Size (sqft),Furnished,Building Name,Distance from Hospital,Distance from Police Station,Distance to Nearest Store,Distance to Nearest Pharmacy,Walk Score,Transit Score,Bike Score,Time to Nearest Hospital,Time to Nearest Police Station,Time to Nearest Store,Time to Nearest Pharmacy
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-for-sublet-may-1st-september-1st/1683719354,1 bedroom for sublet May 1st-September 1st,850,"Chebucto Road, Halifax, NS","*Looking for female university-aged tenant (3 other girls will also be living here over the summer)*
1 bedroom available to sublet over the summer (May 1st to September 1st) in a large four bedroom flat located on two floors. Renovated in 2011, the apartment has a large modern open concept Ikea kitchen with eat around island, hardwood floors, large living room. Property has balcony, deck, backyard and parking. Short walk to Dal, coffee shops, video stores, and grocery stores. 50 feet to a Needs Store. All utilities included, including laundry.
*Note that the photo of the bed under the short ceiling is only one possible location in this bedroom. The ceiling is much higher in other places and the bed could be moved around without issue.","Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: May 1, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 132; Furnished: Yes; Air Conditioning: Yes; Smoking Permitted: Outdoors only",House,1,0,1,44.6465959,-63.6086865,1,1,0,132,1,,2380,2482,1170,1322,63,41,,375,404,205,252
https://www.kijiji.ca/v-apartments-condos/bedford/house-for-rent-elmsdale/1688486064,House for rent Elmsdale,2750,"534 NS-2, Elmsdale, NS B2S 1A3","3 Beds 1 Bath - House
532 HWY-2, East Hants, NS B2S 1A3, Canada For rent in Elmsdale.
Bright, spacious 3 bedroom apartment.
Washer, dryer, fridge, stove and dishwasher. Ample parking. Additional storage available in basement. Shared shed. Covered deck. Large property with gardens. Walking distance to Elmsdale Elementary.(5minutes). Just 10 minutes to Hwy 102 and the Airport. Thirty minutes to HRM, 35 to Truro.
Heat and hot water included. Pet friendly with prior approval. No smoking inside.
Snow removal and lawn care included.
Tenant is responsible for power (approx $100. -125. mth) and proof of tenants insurance will be required. References required. Available 30 April 2024. $2750 (heat, hot water, lawn care, no electricity) OR $2400 and utilities /lawn care not paid for.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 30, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Heat | Size (sqft): 1; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only | Barrier-free Entrances and Ramps: No; Visual Aids: No; Accessible Washrooms in Suite: Yes",House,3,0,1,44.957368,-63.5212925,3+,1,1,1,0,,40446,40024,33609,35706,89,65,80,1723,1977,1424,1485
https://www.kijiji.ca/v-apartments-condos/bedford/4-5-bed-big-house-sackville-furnished-available-may-1-st/1674751600,"4/5  bed big house, sackville  furnished available May 1 st",3200,"Old Sackville Rd, Lower Sackville, NS, B4C2J5","This is a beautiful charming 4 bed home. It has lots of sunlight and is very spacious. Close to all shopping amenities in lower Sackville. The shops,cafes, restaurants, are approx 2,5 km away from the house about 2 mins walk. The bus stop no 88 is literally outside the front of the house. Great schools nearby. There is huge amount of parking also at the house. The rent is $3200 including the furniture. Tenant pays all utilities, plus lawn care snow removal.
This house has so much living space,with a sun room at the front, great to read or work in. There is a sunny large deck and garden, plenty of room to get outside to enjoy the sunshine, or work from home. The main floor has a living room and kitchen with washer and dryer plus extra bedroom plus full bathroom , the top floor has 3 large bedrooms for double / queen beds, clothes closets. And a full bathroom.
The basement can be a extra bedroom, rec room / office . There is parking for 4-5 cars and a work shed in the back yard.
Please contact to arrange a viewing and give a little introduction of yourself.
This home would suit a family , or a group of mature working adults .
Show less","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: October 15, 2023; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Hydro, Water | Size (sqft): 3,650; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,4,0,1.5,44.7549859,-63.6729759,3+,1,1,"3,650",0,,17462,16391,9376,9247,89,65,80,1139,1226,511,486
,,2525,"76 Armenia Drive, Bedford, NS, B4A 0J9",,,Apartment,2 Bedroom,,,44.7020764,-63.6915682,1,1,1,"Up to              1338
              Sq Ft",,76 Place Apartments,15244,15345,1162,717,98,73,64,1231,1219,210,153
,,2030,"1920 Brunswick Street, Halifax, NS, B3J 0C5",,,Apartment,1,,,44.6496482,-63.5784811,1,1,1,"Up to              507
              Sq Ft",,19 Twenty Apartments,1024,175,1513,1174,98,73,64,185,34,263,226
,,2200,"1920 Brunswick Street, Halifax, NS, B3J 0C5",,,Apartment,1 Bedroom,,,44.6496482,-63.5784811,1,1,1,"Up to              700
              Sq Ft",,19 Twenty Apartments,1024,175,1513,1174,96,73,66,185,34,263,226
,,2725,"1920 Brunswick Street, Halifax, NS, B3J 0C5",,,Apartment,2 Bedroom,,,44.6496482,-63.5784811,1,1,1,"Up to              890
              Sq Ft",,19 Twenty Apartments,1024,175,1513,1174,96,73,66,185,34,263,226
,,1950,"2065 Brunswick Street, Halifax, NS, B3K 5T8",,,Apartment,1 Bedroom,,,44.6523009,-63.5803333,0,1,1,"Up to              572
              Sq Ft",,Cunard Apartments,1013,152,1502,1072,97,73,64,218,71,296,207
,,1995,"2073-2077 Brunswick Street, Halifax, NS, B3K 5T8",,,Apartment,1 Bedroom,,,44.6526424,-63.5808344,0,1,1,"Up to              620
              Sq Ft",,Cunard Court â Lowrise,1065,205,1555,982,89,65,80,180,33,258,167
,,1950,"2001 Brunswick Street, Halifax, NS, B3J 3L8",,,Apartment,1 Bedroom,,,44.6505658,-63.5783197,0,1,1,"Up to              741
              Sq Ft",,Halifax Apartments â MacKeen Towers,1334,591,1690,791,99,73,,261,154,339,254
,,1895,"1991 Brunswick Street, Halifax, NS, B3J 3L8",,,Apartment,1 Bedroom,,,44.6499639,-63.5779243,0,1,1,"Up to              659
              Sq Ft",,Halifax Apartments â Scotia Tower,1260,517,1616,717,89,65,80,239,131,317,232
,,2250,"1881 Brunswick Street, Halifax, NS, B3J 3L8",,,Apartment,1 Bedroom,,,44.6492461,-63.5776545,0,1,1,"Up to              768
              Sq Ft",,Halifax Apartments â The Plaza,1177,434,1534,635,95,71,76,214,107,292,207
,,1675,"2334 Longard Plaza, 2309, 2319, 2327, 2334 Brunswick St., 5214 Gerrish St., Halifax, NS, B3K 5K6",,,Apartment,1,,,44.655323,-63.5843679,0,1,1,"Up to              417
              Sq Ft",,Harbour View Apartments,1241,647,1731,1126,89,65,80,263,142,342,236
,,1975,"2334 Longard Plaza, 2309, 2319, 2327, 2334 Brunswick St., 5214 Gerrish St., Halifax, NS, B3K 5K6",,,Apartment,1 Bedroom,,,44.655323,-63.5843679,0,1,1,"Up to              667
              Sq Ft",,Harbour View Apartments,1241,647,1731,1126,95,71,76,263,142,342,236
,,2540,"2334 Longard Plaza, 2309, 2319, 2327, 2334 Brunswick St., 5214 Gerrish St., Halifax, NS, B3K 5K6",,,Apartment,2 Bedroom,,,44.655323,-63.5843679,0,1,1,"Up to              807
              Sq Ft",,Harbour View Apartments,1241,647,1731,1126,1,39,,263,142,342,236
,,3070,"2334 Longard Plaza, 2309, 2319, 2327, 2334 Brunswick St., 5214 Gerrish St., Halifax, NS, B3K 5K6",,,Apartment,3 Bedroom,,,44.655323,-63.5843679,0,1,1,"Up to              1053
              Sq Ft",,Harbour View Apartments,1241,647,1731,1126,89,65,80,263,142,342,236
,,1985,"40 Charlotte Lane, Halifax, NS, B3M 4M2",,,Apartment,1 Bedroom,,,44.6964016,-63.6631352,0,1,1,"Up to              900
              Sq Ft",,Ocean Brook Apartments,9868,10456,3103,3171,99,67,,1098,1079,476,452
,,2385,"40 Charlotte Lane, Halifax, NS, B3M 4M2",,,Apartment,2 Bedroom,,,44.6964016,-63.6631352,0,1,1,"Up to              1470
              Sq Ft",,Ocean Brook Apartments,9868,10456,3103,3171,89,65,80,1098,1079,476,452
,,2110,"1333 South Park Street, Halifax, NS, B3J 2K9",,,Apartment,1 Bedroom,,,44.6405701,-63.5782145,0,1,1,"Up to              614
              Sq Ft",,Park Victoria Apartments,472,899,761,236,89,65,80,103,217,208,109
,,2640,"1333 South Park Street, Halifax, NS, B3J 2K9",,,Apartment,2 Bedroom,,,44.6405701,-63.5782145,0,1,1,"Up to              830
              Sq Ft",,Park Victoria Apartments,472,899,761,236,99,67,69,103,217,208,109
,,1780,"1030 South Park Street, Halifax, NS, B3J 2K9",,,Apartment,1,,,44.6352091,-63.5767624,0,1,1,"Up to              500
              Sq Ft",,Somerset Place Apartments,863,1261,556,505,99,67,,166,208,136,121
,,1970,"1030 South Park Street, Halifax, NS, B3J 2K9",,,Apartment,1 Bedroom,,,44.6352091,-63.5767624,0,1,1,"Up to              660
              Sq Ft",,Somerset Place Apartments,863,1261,556,505,89,65,,166,208,136,121
,,2735,"1030 South Park Street, Halifax, NS, B3J 2K9",,,Apartment,2 Bedroom,,,44.6352091,-63.5767624,0,1,1,"Up to              950
              Sq Ft",,Somerset Place Apartments,863,1261,556,505,89,65,,166,208,136,121
,,2100,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",,,Apartment,1 Bedroom,,,44.6413544,-63.5812567,0,1,1,"Up to              743
              Sq Ft",,Spring Garden,439,1475,1256,260,89,65,80,127,353,314,99
,,2655,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",,,Apartment,2 Bedroom,,,44.6413544,-63.5812567,0,1,1,"Up to              1005
              Sq Ft",,Spring Garden,439,1475,1256,260,70,55,39,127,353,314,99
,,1895,"79,81 Radcliffe Drive & 80,85,90, 95 Chipstone Close, Halifax, NS, B3M 4L4",,,Apartment,1 Bedroom,,,44.6668958,-63.6610414,0,1,1,"Up to              780
              Sq Ft",,Stonecrest Village,7579,9441,892,849,97,70,95,940,881,144,143
,,2360,"79,81 Radcliffe Drive & 80,85,90, 95 Chipstone Close, Halifax, NS, B3M 4L4",,,Apartment,2 Bedroom,,,44.6668958,-63.6610414,0,1,1,"Up to              1350
              Sq Ft",,Stonecrest Village,7579,9441,892,849,89,65,80,934,881,144,143
,,2050,"5885 Cunard Street, Halifax, NS, B3K 1E3",,,Apartment,1 Bedroom,,,44.6513252,-63.5915036,0,1,1,"Up to              760
              Sq Ft",,The Macdonald,887,1213,811,951,96,69,92,127,210,167,183
,,2495,"5885 Cunard Street, Halifax, NS, B3K 1E3",,,Apartment,2 Bedroom,,,44.6513252,-63.5915036,0,1,1,"Up to              961
              Sq Ft",,The Macdonald,887,1213,811,951,89,65,80,127,210,167,183
,,1750,"2074 Robie Street, Halifax, NS, B3K 5L3",,,Apartment,1,,,44.6487332,-63.5917473,0,1,1,"Up to              507
              Sq Ft",,The Welsford Apartments,1016,1675,523,664,78,63,68,188,307,106,149
,,1985,"2074 Robie Street, Halifax, NS, B3K 5L3",,,Apartment,1 Bedroom,,,44.6487332,-63.5917473,0,1,1,"Up to              881
              Sq Ft",,The Welsford Apartments,1016,1675,523,664,89,65,,188,307,106,149
,,1500,"3025 Olivet St., Halifax, NS",,,Apartment,1,,1,44.6476276,-63.623603,,,,,,Fort Knox,4093,4419,941,921,89,65,80,698,727,249,208
,,2200,"3025 Olivet St., Halifax, NS",,,Apartment,2,,1,44.6476276,-63.623603,,,,,,Fort Knox,4093,4419,941,921,89,65,80,698,727,249,208
,,2100,"1338 Hollis St., Halifax, NS",,,Apartment,1,,1,44.6427695,-63.5705652,1,,1,,,Prince Matthew Palace,1123,290,599,883,84,62,69,212,61,124,208
,,2500,"1338 Hollis St., Halifax, NS",,,Apartment,2,,1,44.6427695,-63.5705652,1,,1,,,Prince Matthew Palace,1123,290,599,883,84,62,69,212,61,124,208
,,1600,"1585 Oxford St., Halifax, NS",,,Apartment,1,,1,44.638744,-63.5969291,1,1,1,,,The Kingsford,1491,871,1207,1036,84,62,69,283,155,260,186
,,1600,"1585 Oxford St., Halifax, NS",,,Apartment,1,,1,44.638744,-63.5969291,1,1,1,,,The Kingsford,1491,871,1207,1036,84,62,69,283,155,260,186
,,1850,"1585 Oxford St., Halifax, NS",,,Apartment,1,,1,44.638744,-63.5969291,1,1,1,,,The Kingsford,1491,871,1207,1036,92,63,60,283,155,260,186
,,1900,"1585 Oxford St., Halifax, NS",,,Apartment,1,,1,44.638744,-63.5969291,1,1,1,,,The Kingsford,1491,871,1207,1036,89,65,80,283,155,260,186
,,1650,"5222 Green Street, Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,1,1,1,,,The Scotian,1279,469,86,393,92,63,60,252,102,31,108
,,2100,"5222 Green Street, Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,1,1,1,,,The Scotian,1279,469,86,393,89,65,80,252,102,31,108
,,2100,"5222 Green Street, Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,1,1,1,,,The Scotian,1279,469,86,393,92,63,,252,102,31,108
,,2100,"5222 Green Street, Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,1,1,1,,,The Scotian,1279,469,86,393,89,65,80,252,102,31,108
,,1650,"5222 Green St., Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,,,,,,The Scotian,1279,469,86,393,92,63,60,252,102,31,108
,,2100,"5222 Green St., Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,,,,,,The Scotian,1279,469,86,393,92,63,,252,102,31,108
,,2100,"5222 Green St., Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,,,,,,The Scotian,1279,469,86,393,89,41,37,252,102,31,108
,,2100,"5222 Green St., Halifax, NS",,,Apartment,1,,1,44.6375358,-63.5703159,,,,,,The Scotian,1279,469,86,393,89,65,80,252,102,31,108
,,1700,"5778 South St., Halifax, NS",,,Apartment,1,,1,44.6374151,-63.579734,1,1,1,,,Prince Joe Castle,704,977,757,412,87,65,69,134,184,177,112
,,1950,"290 Main Ave., Halifax, NS",,,Apartment,1,,1,44.6520857,-63.6502034,1,,1,,,King Andrew,7076,7402,1619,1503,87,65,69,837,779,245,194
,,1800,"1066 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6351521,-63.5784698,1,1,1,,,Marlborough,940,1213,649,598,84,62,,180,230,187,154
,,2200,"1066 Tower Rd., Halifax, NS",,,Apartment,2,,1,44.6351521,-63.5784698,1,1,1,,,Marlborough,940,1213,649,598,89,65,80,180,230,187,154
,,1850,"1545 Oxford St., Halifax, NS",,,Apartment,1,,1,44.6383984,-63.5965592,1,1,1,,,Oxford House,1444,824,1253,990,97,66,66,276,148,266,180
,,1895,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,1895,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,,126,130,122,96
,,1895,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,1895,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,,126,130,122,96
,,2100,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,,126,130,122,96
,,2100,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,,126,130,122,96
,,2100,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,,126,130,122,96
,,2200,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,2300,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2300,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,2450,"5633 Fenwick St., Halifax, NS",,,Apartment,1,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,2,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2600,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,2,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2900,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1.5,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2900,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,2,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,97,66,66,126,130,122,96
,,2900,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1.5,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,87,65,69,126,130,122,96
,,2900,"5633 Fenwick St., Halifax, NS",,,Apartment,2,,1.5,44.6381326,-63.5759137,1,,1,,,The Vuze,664,665,446,404,87,65,69,126,130,122,96
,,1900,"1112 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6360848,-63.5786275,,,,,,Margaret Ann,837,1110,703,653,94,66,69,164,214,199,162
,,1900,"1112 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6360848,-63.5786275,,,,,,Margaret Ann,837,1110,703,653,89,65,80,164,214,199,162
,,1900,"1157 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6370452,-63.5783189,1,1,1,,,Queen Sana Tower,739,1012,792,586,94,66,69,148,198,191,146
,,1900,"1157 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6370452,-63.5783189,1,1,1,,,Queen Sana Tower,739,1012,792,586,89,65,80,148,198,191,146
,,2100,"1157 Tower Rd., Halifax, NS",,,Apartment,1,,1,44.6370452,-63.5783189,1,1,1,,,Queen Sana Tower,739,1012,792,586,44,43,31,148,198,191,146
,,2500,"333 Main Ave., Halifax, NS",,,Apartment,2,,2,44.6514855,-63.653567,1,1,1,,,Palace Royale,7106,7432,1910,1794,89,65,80,888,830,312,260
,,2500,"333 Main Ave., Halifax, NS",,,Apartment,2,,2,44.6514855,-63.653567,1,1,1,,,Palace Royale,7106,7432,1910,1794,85,,47,888,830,312,260
,,2300,"6411 South St., Halifax, NS",,,Apartment,2,,1,44.6342859,-63.5955941,,,,,,Dalford,1689,329,1798,1453,89,65,80,394,78,352,309
,,2400,"3011 Oxford St., Halifax, NS",,,Apartment,2,,1,44.6540537,-63.6089479,,,,,,Cork House,2601,2852,741,1201,99,71,78,405,475,156,204
,,2549,"211, 221 Glenforest Drive",,,Apartment,2,,1,44.65687,-63.64882,1,0,"[1, 2, 3]",,,"211, 221 Glenforest Drive",7340,8436,1229,1106,89,65,80,915,869,224,175
,,6000,1585 South Park St,,,Apartment,2,,2,43.0501868,-89.3937729,,0,[],,,Bloomfield Holdings Please call or text Cory Richardson direct (902)441,2855065,2854644,2848228,2850325,35,30,39,95264,95518,95051,95027
,,2645,22 Bedros Lane,,,Apartment,2,,2,44.6991742,-63.6666477,1,0,[],,,22 Bedros Lane,10376,10964,2143,2211,86,72,,1135,1076,311,287
,,1829,1,,,Apartment,1,,1,,,0,0,"[1, 2, 3]",,,"1, 3 Farthington Place",,,inf,inf,89,65,80,inf,inf,inf,inf
,,2500,333 Main Ave,,,Apartment,2,,2,44.6514855,-63.653567,0,1,[1],,,Palace Royale,7106,7432,1910,1794,1,12,,888,830,312,260
,,2100,1157 Tower Rd,,,Apartment,1,,1,39.7356908,-104.7722913,0,1,[1],,,Queen Sana Tower,4201944,4201523,4195107,4197205,89,65,80,141205,141459,140992,140967
,,2500,5778 South St,,,Apartment,2,,1,,,0,1,[1],,,Prince Joe Castle,,,inf,inf,97,66,66,inf,inf,inf,inf
,,2735,1030 South Park St,,,Apartment,2,,1,44.6352281,-63.5766609,1,0,"[1, 2, 3]",,,Somerset Place Apartments,864,1260,556,506,38,,92,167,208,136,121
,,2495,5885 Cunard St,,,Apartment,2,,1,44.6513252,-63.5915036,1,1,"[1, 2, 3]",,,The Macdonald,887,1213,811,951,89,65,80,127,210,167,183
,,2500,1338 Hollis St,,,Apartment,2,,1,44.6427695,-63.5705652,0,0,[1],,,Prince Matthew Palace,1123,290,599,883,96,73,66,212,61,124,208
,,2900,5633 Fenwick St,,,Apartment,2,,2,44.6381326,-63.5759137,0,0,"[1, 2, 3]",,,The Vuze,664,665,446,404,89,65,80,126,130,122,96
,,2725,1920 Brunswick St,,,Apartment,2,,1,44.6496482,-63.5784811,1,0,"[1, 2, 3]",,,19 Twenty Apartments,1024,175,1513,1174,99,73,63,185,34,263,226
,,1985,2074 Robie St,,,Apartment,1,,1,44.6487332,-63.5917473,1,0,"[1, 2, 3]",,,The Welsford Apartments,1016,1675,523,664,89,65,80,188,307,106,149
,,1950,2065 Brunswick St,,,Apartment,1,,1,,,1,0,"[1, 2, 3]",,,Cunard Apartments,,,inf,inf,99,67,75,inf,inf,inf,inf
,,1895,1991 Brunswick St,,,Apartment,1,,1,44.6498362,-63.5779134,1,0,"[1, 2, 3]",,,Halifax Apartments â Scotia Tower,1246,503,1602,703,2,23,,234,127,313,227
,,2250,1881 Brunswick St,,,Apartment,1,,1,44.6492461,-63.5776545,1,1,"[1, 2, 3]",,,Halifax Apartments â The Plaza,1177,434,1534,635,89,65,,214,107,292,207
,,3070,2334 Longard Plaza,,,Apartment,3,,1,44.655323,-63.5843679,1,1,"[1, 2, 3]",,,Harbour View Apartments,1241,647,1731,1126,89,65,80,263,142,342,236
,,2655,5770 Spring Garden Rd,,,Apartment,2,,1,,,1,0,"[1, 2, 3]",,,Spring Garden,,,inf,inf,50,30,,inf,inf,inf,inf
,,2385,40 Charlotte Lane,,,Apartment,2,,1,44.6964016,-63.6631352,1,1,"[1, 2, 3]",,,Ocean Brook Apartments,9868,10456,3103,3171,89,65,,1138,1079,476,452
,,2640,1333 South Park St,,,Apartment,2,,1,44.6405701,-63.5782145,1,0,"[1, 2, 3]",,,Park Victoria Apartments,472,899,761,236,89,65,80,103,217,208,109
,,5300,16 Rooksview Lane,,,Apartment,3,,3,44.7115288,-63.7150472,0,1,[1],,,The Rooks of West Bedford,16777,15792,3456,3328,78,80,73,1301,1244,356,332
,,2481,200 Willett St,,,Apartment,2,,1,44.6562544,-63.6499743,1,0,[],,,200 Willett Street,7758,8438,1231,1108,89,65,80,941,882,233,184
,,1950,2001 Brunswick St,,,Apartment,1,,1,-27.4625782,153.0402507,1,0,"[1, 2, 3]",,,Halifax Apartments â MacKeen Towers,,,inf,inf,,73,64,inf,inf,inf,inf
,,2360,"81 79,81 Radcliffe Drive & 80",,,Apartment,2,,1,44.6668958,-63.6610414,1,1,"[1, 2, 3]",,,Stonecrest Village,7579,9441,892,849,89,65,80,934,881,144,143
,,1950,290 Main Ave,,,Apartment,1,,1,40.8485306,-74.1248279,,0,[1],,,King Andrew,1409756,1409335,1402919,1405016,43,38,26,48872,49405,48659,48682
,,2110,3330 Barnstead Lane,,,Apartment,2,,2,44.6538774,-63.6228156,0,1,"[1, 2, 3]",,,The Vincent Coleman,4468,4569,1148,637,,56,,660,688,254,149
,,1995,2077 2073-2077 Brunswick Street,,,Apartment,1,,1,-27.4625782,153.0402507,1,0,"[1, 2, 3]",,,Cunard Court â Lowrise,,,inf,inf,89,65,80,inf,inf,inf,inf
,,6995,1901 Gottingen St,,,Apartment,3,,3,44.6490531,-63.5789085,1,1,[],,,The Pearl Apartments,944,411,1434,729,91,64,54,145,95,223,218
,,2692,40 Bedros Lane,,,Apartment,2,,2,44.7000366,-63.6655796,1,0,[],,,40 Bedros Lane,10430,11018,2198,2265,99,73,65,1136,1083,318,295
,,1975,634 Parkland Dr,,,Apartment,1,,1,44.6754054,-63.6769904,1,1,"[1, 2, 3]",,,Glenbourne Gardens,10221,11524,2910,3388,,37,16,1105,1045,294,270
,,1900,1585 Oxford St,,,Apartment,1,,1,51.5152543,-0.1420395,0,1,[1],,,The Kingsford,,,inf,inf,89,65,80,inf,inf,inf,inf
,,3125,3075 Devonshire Ave,,,Apartment,2,,2,44.6644651,-63.5950005,1,0,"[1, 2, 3]",,,The Junction,2761,2171,1102,1031,99,10,,437,298,234,106
,,2395,2735 Clifton St,,,Apartment,2,,2,,,1,1,"[1, 2, 3]",,,Richmond Yards,,,inf,inf,89,65,80,inf,inf,inf,inf
,,5750,1595 Barrington St,,,Apartment,2,,2,44.6461576,-63.5733838,1,1,[],,,The Jade Apartments,1447,901,933,427,71,46,48,269,202,182,97
,,950,33 Gaston Rd,,,Apartment,1,,1,29.7300629,-95.8057938,0,0,"[1, 2, 3]",,,33 Gaston Road,4068366,4067945,4061529,4063626,89,65,80,136057,136311,135844,135819
,,1380,534 Herring Cove Rd,,,Apartment,2,,1,44.6004451,-63.6064703,0,0,"[1, 2, 3]",,,534 Herring Cove Road,8523,8379,2592,1969,89,65,80,964,906,289,259
,,1800,222 Portland St,,,Apartment,1,,1,42.3641227,-71.0615532,0,0,[1],,,"222 Portland Street, Dartmouth NS",1058809,1058388,1051972,1054069,89,65,80,36929,37183,36716,36691
,,2150,109 Greenpark Close,,,Apartment,1,,1,44.6524991,-63.6687858,1,1,"[1, 2, 3]",,,Greenpark Suites,10410,10511,2229,2316,8,0,10,1167,1049,307,335
,,1785,76 Fairfax Dr,,,Apartment,1,,1,,,1,1,"[1, 2, 3]",,,Fairfax Suites,,,inf,inf,89,65,80,inf,inf,inf,inf
,,2725,307 Prince Albert Rd,,,Apartment,2,,2,44.6790153,-63.5506708,0,0,[],,,307 Prince Albert Rd,5269,6126,3796,2345,61,49,42,451,720,470,293
,,2500,671 Larry Uteck Blvd,,,Apartment,2,,2,44.7015127,-63.6847549,1,0,"[1, 2, 3]",,,Royal Gardens,14849,14950,767,546,89,65,80,1329,1129,164,133
,,2050,41 Cowie Hill Rd,,,Apartment,2,,1,44.6325186,-63.6200011,0,1,"[1, 2, 3]",,,Terrace View,4581,4437,1856,1928,32,29,,618,560,189,225
,,2300,16 Bently Dr,,,Apartment,2,,2,39.7526982,-75.0803467,1,1,"[1, 2, 3]",,,Azure,1549527,1549106,1542690,1544787,89,65,80,53938,54192,53725,53700
,,1995,15 Bently Dr,,,Apartment,1,,1,44.6491639,-63.6570958,1,1,"[1, 2, 3]",,,Bently,7375,7701,2382,2266,98,72,65,896,838,367,316
,,1935,26 Carrington Pl,,,Apartment,1,,1,44.6649271,-63.6739154,1,1,"[1, 2, 3]",,,Carrington Place,10457,10559,1945,2422,89,65,,1125,1044,317,334
